Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,age_group,usage_level,addiction_risk_level,sleep_deficit_hours,academic_risk_flag,mental_health_risk_level,psycho_social_risk_index,estimated_social_media_exposure_years,global_addiction_trend_index_for_cohort,pandemic_exposure_phase,country_usage_bucket,country_youth_usage_intensity_index
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,20-21,high,at_risk,0.20000000000000018,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,22-24,very_high,at_risk,1.5,1,moderate,0.6349999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,18-19,very_high,addicted,1.7999999999999998,1,moderate,0.66,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,20-21,very_high,addicted,2.3,1,moderate,0.685,7.4,0.9,pandemic_cohort,high,0.6666666666666666
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,22-24,high,at_risk,0.2999999999999998,1,moderate,0.565,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,18-19,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,6.4,0.9,pandemic_cohort,very_high,0.8333333333333334
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,22-24,high,at_risk,0.09999999999999964,1,moderate,0.5549999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,18-19,very_high,at_risk,1.4000000000000004,1,moderate,0.63,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,20-21,very_high,at_risk,1.5999999999999996,1,moderate,0.64,8.4,0.9,pandemic_cohort,high,0.6666666666666666
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,20-21,very_high,addicted,1.9000000000000004,1,moderate,0.665,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,18-19,very_high,addicted,2.4000000000000004,1,moderate,0.6900000000000001,6.4,0.9,pandemic_cohort,high,0.6666666666666666
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,20-21,high,at_risk,0.20000000000000018,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.62,7.4,0.9,pandemic_cohort,very_high,0.8333333333333334
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,20-21,very_high,at_risk,1.5,1,moderate,0.6349999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,22-24,very_high,at_risk,1.7000000000000002,1,moderate,0.6449999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,18-19,very_high,addicted,2.0,1,moderate,0.67,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,20-21,very_high,addicted,2.5,1,moderate,0.6950000000000001,7.4,0.9,pandemic_cohort,high,0.6666666666666666
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,22-24,high,at_risk,0.09999999999999964,1,moderate,0.5549999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,18-19,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,6.4,0.9,pandemic_cohort,very_high,0.8333333333333334
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,22-24,high,at_risk,0.0,1,moderate,0.5499999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,18-19,very_high,at_risk,1.5999999999999996,1,moderate,0.64,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,20-21,very_high,at_risk,1.7999999999999998,1,moderate,0.65,8.4,0.9,pandemic_cohort,high,0.6666666666666666
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,20-21,very_high,addicted,2.0999999999999996,1,moderate,0.675,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,18-19,very_high,addicted,2.5999999999999996,1,moderate,0.7000000000000001,6.4,0.9,pandemic_cohort,high,0.6666666666666666
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,20-21,very_high,at_risk,0.7999999999999998,1,moderate,0.57,7.4,0.9,pandemic_cohort,low,0.16666666666666666
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,22-24,high,no_risk,0.20000000000000018,1,high,0.51,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,18-19,very_high,addicted,1.2000000000000002,1,moderate,0.66,6.4,0.9,pandemic_cohort,low,0.16666666666666666
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,22-24,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,20-21,high,no_risk,0.5,1,moderate,0.535,8.4,0.9,pandemic_cohort,low,0.16666666666666666
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,very_high,addicted,1.9000000000000004,1,moderate,0.665,9.4,0.7,pandemic_cohort,high,0.6666666666666666
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,18-19,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,22-24,very_high,at_risk,1.0,1,moderate,0.57,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,20-21,very_high,addicted,1.5999999999999996,1,moderate,0.65,8.4,0.9,pandemic_cohort,low,0.16666666666666666
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,20-21,very_high,addicted,2.0,1,moderate,0.67,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,22-24,very_high,at_risk,1.5,1,moderate,0.6349999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,18-19,high,no_risk,0.40000000000000036,1,high,0.52,6.4,0.9,pandemic_cohort,low,0.16666666666666666
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,22-24,very_high,addicted,1.7000000000000002,1,moderate,0.655,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,20-21,high,no_risk,0.2999999999999998,1,moderate,0.525,8.4,0.9,pandemic_cohort,low,0.16666666666666666
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,22-24,very_high,at_risk,1.2000000000000002,1,moderate,0.62,9.4,0.7,pandemic_cohort,low,0.16666666666666666
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,18-19,very_high,addicted,2.2,1,low,0.6900000000000001,6.4,0.9,pandemic_cohort,high,0.6666666666666666
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,22-24,high,no_risk,0.5,1,moderate,0.535,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,20-21,very_high,addicted,1.9000000000000004,1,moderate,0.665,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,22-24,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,20-21,very_high,addicted,1.7000000000000002,1,moderate,0.655,7.4,0.9,pandemic_cohort,high,0.6666666666666666
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,20-21,very_high,addicted,1.7999999999999998,1,moderate,0.66,7.4,0.9,pandemic_cohort,low,0.16666666666666666
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,22-24,very_high,no_risk,0.9000000000000004,1,moderate,0.555,9.4,0.7,pandemic_cohort,low,0.16666666666666666
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,18-19,very_high,addicted,2.0,1,low,0.64,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,22-24,very_high,at_risk,1.2000000000000002,1,moderate,0.62,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,20-21,high,no_risk,0.40000000000000036,1,high,0.52,8.4,0.9,pandemic_cohort,low,0.16666666666666666
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,22-24,very_high,addicted,1.5999999999999996,1,moderate,0.65,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,22-24,very_high,addicted,1.7000000000000002,1,moderate,0.655,9.4,0.7,pandemic_cohort,low,0.16666666666666666
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-19,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,22-24,very_high,at_risk,1.4000000000000004,1,moderate,0.63,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,20-21,very_high,addicted,2.3,1,low,0.695,8.4,0.9,pandemic_cohort,high,0.6666666666666666
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,22-24,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,20-21,very_high,addicted,1.7999999999999998,1,moderate,0.66,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,22-24,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,18-19,very_high,addicted,1.9000000000000004,1,moderate,0.665,6.4,0.9,pandemic_cohort,high,0.6666666666666666
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,22-24,very_high,addicted,1.5999999999999996,1,moderate,0.65,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,20-21,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,22-24,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,18-19,very_high,at_risk,1.2000000000000002,1,moderate,0.62,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,22-24,high,no_risk,0.5,1,high,0.525,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,20-21,very_high,addicted,1.7000000000000002,1,moderate,0.655,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,22-24,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,20-21,very_high,addicted,1.7999999999999998,1,moderate,0.66,7.4,0.9,pandemic_cohort,low,0.16666666666666666
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,9.4,0.7,pandemic_cohort,low,0.16666666666666666
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,18-19,very_high,at_risk,1.4000000000000004,1,moderate,0.63,6.4,0.9,pandemic_cohort,low,0.16666666666666666
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,22-24,very_high,addicted,2.2,1,low,0.6900000000000001,11.4,0.7,pre_pandemic_cohort,high,0.6666666666666666
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,20-21,high,no_risk,0.7000000000000002,1,moderate,0.545,8.4,0.9,pandemic_cohort,low,0.16666666666666666
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,22-24,very_high,addicted,1.9000000000000004,1,moderate,0.665,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.62,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,9.4,0.7,pandemic_cohort,high,0.6666666666666666
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-19,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,22-24,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,20-21,very_high,addicted,1.7000000000000002,1,moderate,0.655,8.4,0.9,pandemic_cohort,low,0.16666666666666666
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,22-24,high,no_risk,0.9000000000000004,1,moderate,0.555,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,20-21,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,22-24,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,18-19,high,no_risk,0.5999999999999996,1,high,0.53,6.4,0.9,pandemic_cohort,low,0.16666666666666666
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,22-24,very_high,addicted,1.5999999999999996,1,moderate,0.65,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,20-21,high,no_risk,0.5,1,moderate,0.535,8.4,0.9,pandemic_cohort,low,0.16666666666666666
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,20-21,high,no_risk,0.7000000000000002,1,moderate,0.545,7.4,0.9,pandemic_cohort,low,0.16666666666666666
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,22-24,very_high,at_risk,1.5,1,moderate,0.6349999999999999,9.4,0.7,pandemic_cohort,low,0.16666666666666666
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,18-19,very_high,addicted,2.3,1,low,0.695,6.4,0.9,pandemic_cohort,high,0.6666666666666666
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,22-24,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,20-21,very_high,addicted,2.0,1,moderate,0.67,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,22-24,very_high,at_risk,1.2000000000000002,1,moderate,0.62,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,9.4,0.7,pandemic_cohort,high,0.6666666666666666
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,20-21,high,no_risk,0.9000000000000004,1,moderate,0.555,7.4,0.9,pandemic_cohort,low,0.16666666666666666
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,22-24,very_high,at_risk,1.4000000000000004,1,moderate,0.63,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,20-21,very_high,addicted,1.7000000000000002,1,moderate,0.655,8.4,0.9,pandemic_cohort,low,0.16666666666666666
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,22-24,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,18-19,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,22-24,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,20-21,high,no_risk,0.5,1,high,0.525,7.4,0.9,pandemic_cohort,low,0.16666666666666666
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,22-24,very_high,addicted,1.7000000000000002,1,moderate,0.655,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,very_high,addicted,1.9000000000000004,1,moderate,0.665,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,18-19,high,no_risk,0.7000000000000002,1,moderate,0.545,6.4,0.9,pandemic_cohort,low,0.16666666666666666
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,22-24,very_high,at_risk,1.4000000000000004,1,moderate,0.63,9.4,0.7,pandemic_cohort,low,0.16666666666666666
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,20-21,very_high,addicted,2.2,1,low,0.6900000000000001,7.4,0.9,pandemic_cohort,high,0.6666666666666666
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,20-21,very_high,addicted,2.0,1,moderate,0.67,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,22-24,very_high,at_risk,1.2000000000000002,1,moderate,0.62,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,18-19,very_high,addicted,1.7999999999999998,1,moderate,0.66,6.4,0.9,pandemic_cohort,high,0.6666666666666666
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,22-24,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,9.4,0.7,pandemic_cohort,low,0.16666666666666666
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
